area_code,gp_access_score,gp_access_quintile,gp_access_decile
E01017984,0.9904994222621645,2,3
E01017985,0.3402233919630248,4,8
E01017986,0.40762613942739756,4,7
E01017987,0.3665425600205418,4,8
E01017988,0.13223777121581717,5,10
E01017989,0.1450763897804596,5,10
E01017990,0.2689690589292592,5,9
E01017991,0.15213762999101296,5,10
E01017992,0.33380408268070355,4,8
E01017993,0.5379381178585183,3,6
E01017994,0.36782642187700604,4,8
E01017995,0.36012325073822055,4,8
E01017996,0.8081910386442418,2,3
E01017997,0.6124021055334447,3,5
E01017998,0.4178970342791115,4,7
E01017999,0.2728206444986519,5,9
E01018000,0.16946976505328026,5,10
E01018001,0.25998202593400954,5,9
E01018002,0.2490692001540634,5,9
E01018003,0.5263833611503402,3,6
E01018005,0.18615996918731545,5,10
E01018006,0.5713185261265887,3,5
E01018007,0.48529978174348437,3,6
E01018008,0.1643343176274233,5,10
E01018009,0.3139042239055077,4,8
E01018010,0.33380408268070355,4,8
E01018011,2.8187187058672483,1,1
E01018012,0.2227500320965464,5,9
E01018013,0.5494928745666966,3,5
E01018014,0.49685453845166255,3,6
E01018015,0.9661060469893438,2,3
E01018016,0.729875465399923,2,4
E01018017,4.073693670561047,1,1
E01018019,0.7773783540890999,2,4
E01018020,4.139170625240723,1,1
E01018021,3.0286301193991525,1,1
E01018022,2.034921042495827,1,1
E01018023,3.8233406085505193,1,1
E01018024,2.437411734497368,1,1
E01018025,0.3819489022981126,4,7
E01018026,0.8216715881371162,2,3
E01018027,0.33508794453716784,4,8
E01018029,1.0611118243676978,1,2
E01018030,0.5103350879445372,3,6
E01018032,0.6849403004236744,2,4
E01018033,0.3825908332263448,4,7
E01018034,3.235331878289896,1,1
E01018035,3.0966747977917572,1,1
E01018036,0.4942868147387341,3,6
E01018037,0.6470663756579792,3,5
E01018038,2.454101938631403,1,1
E01018039,2.6871228655796635,1,1
E01018040,4.268840672743613,1,1
E01018041,4.424829888304018,1,1
E01018042,0.635511618949801,3,5
E01018043,0.8261651046347412,2,3
E01018044,1.6292206958531263,1,1
E01018045,0.793426627294903,2,4
E01018046,0.4230324817049685,4,7
E01018047,1.701758890743356,1,1
E01018049,2.0991141353190397,1,1
E01018050,0.3305944280395429,4,8
E01018051,1.072024650147644,1,2
E01018052,0.46475799204005647,3,6
E01018053,1.1933495955835152,1,2
E01018054,0.8415714469123121,2,3
E01018055,0.4024906920015406,4,7
E01018056,0.43779689305430736,4,7
E01018057,2.3199383746308895,1,1
E01018058,1.1323661574014636,1,2
E01018059,2.379637950956477,1,1
E01018060,4.420978302734625,1,1
E01018061,2.552317370650918,1,1
E01018062,0.6406470663756579,3,5
E01018063,0.44485813326486073,4,7
E01018064,0.6387212735909615,3,5
E01018065,0.5193221209397868,3,6
E01018066,3.364359994864552,1,1
E01018067,2.6197201181152905,1,1
E01018068,4.679676466812171,1,1
E01018069,1.2472717935550133,1,2
E01018070,0.9218128129413274,2,3
E01018071,0.824881242778277,2,3
E01018072,0.7632558736679932,2,4
E01018073,0.9917832841186287,2,3
E01018074,0.7555527025292077,2,4
E01018075,0.6810887148542816,2,4
E01018076,0.40120683014507635,4,7
E01018077,0.3511362177429709,4,8
E01018078,0.5417897034279111,3,6
E01018079,0.5167543972268583,3,6
E01018080,0.7157529849788162,2,4
E01018081,1.1484144306072666,1,2
E01018082,0.4576967518295031,4,7
E01018083,0.8139684169983308,2,3
E01018084,1.3538323276415456,1,2
E01018085,0.8171780716394914,2,3
E01018086,0.9314417768648091,2,3
E01018087,0.46989343946591344,3,6
E01018088,1.0604698934394658,1,2
E01018090,0.5693927333418924,3,5
E01018091,3.35152137629991,1,1
E01018092,3.2616510463474127,1,1
E01018093,0.8390037231993837,2,3
E01018094,2.021440493002953,1,1
E01018095,3.847092052895108,1,1
E01018096,1.4379252792399537,1,2
E01018097,4.795224033893953,1,1
E01018098,0.4333033765566825,4,7
E01018099,0.6586211323661573,3,5
E01018100,0.32481704968545383,4,8
E01018101,0.23430478880472458,5,9
E01018102,0.5944280395429451,3,5
E01018103,1.072666581075876,1,2
E01018104,1.1631788419566051,1,2
E01018105,0.7581204262421362,2,4
E01018106,1.1779432533059442,1,2
E01018107,0.7324431891128513,2,4
E01018108,0.9455642572859159,2,3
E01018109,1.0014122480421104,2,3
E01018110,0.7754525613044035,2,4
E01018111,0.44485813326486073,4,7
E01018113,0.9596867377070226,2,3
E01018115,2.221722942611375,1,1
E01018116,0.9930671459750929,2,3
E01018117,0.3832327641545769,4,7
E01018118,0.36204904352291695,4,8
E01018119,0.8370779304146873,2,3
E01018120,0.3909359352933624,4,7
E01018121,2.403389395301066,1,1
E01018122,2.3866991911670303,1,1
E01018123,0.4795224033893952,3,6
E01018124,0.2798818847092053,5,9
E01018125,4.156502760302991,1,1
E01018126,5.057131852612659,1,1
E01018127,3.0337655668250094,1,1
E01018128,2.946462960585441,1,1
E01018129,0.8948517139555783,2,3
E01018130,0.47823854153293105,3,6
E01018131,0.3999229682886121,4,7
E01018132,0.21825651559892156,5,10
E01018133,0.6618307870073179,2,4
E01018134,0.7401463602516367,2,4
E01018135,1.708820130953909,1,1
E01018136,3.717422005392219,1,1
E01018137,2.5805623314931307,1,1
E01018138,0.6085505199640519,3,5
E01018139,0.8576197201181152,2,3
E01018140,1.0598279625112337,1,2
E01018141,1.2845037873924767,1,2
E01018142,1.0559763769418409,1,2
E01018143,0.5122608807292335,3,6
E01018144,0.8036975221466169,2,3
E01018145,0.509051226088073,3,6
E01018146,0.6252407240980871,3,5
E01018147,0.48529978174348437,3,6
E01018148,1.2845037873924767,1,2
E01018149,0.7619720118115288,2,4
E01018150,0.5610476312748748,3,5
E01018151,0.28694312491975865,5,9
E01018152,0.9750930799845936,2,3
E01018153,0.8582616510463473,2,3
E01018154,0.46860957760944916,3,6
E01018155,0.3145461548337399,4,8
E01018156,1.4186673513929902,1,2
E01018157,3.186545127744254,1,1
E01018158,0.18936962382847605,5,10
E01018159,0.6618307870073179,2,4
E01018160,0.5212479137244833,3,6
E01018161,0.7638978045962252,2,4
E01018162,0.3671844909487739,4,8
E01018163,0.5835152137629991,3,5
E01018164,0.4814481961740916,3,6
E01018165,0.6849403004236744,2,4
E01018166,0.2670432661445628,5,9
E01018167,0.5218898446527154,3,6
E01018168,0.18551803825908333,5,10
E01018169,0.4660418538965207,3,6
E01018170,0.6586211323661573,3,5
E01018171,0.6701758890743355,2,4
E01018172,0.6400051354474259,3,5
E01018173,0.6310181024521762,3,5
E01018174,0.3183977404031326,4,8
E01018175,0.6778790602131209,2,4
E01018176,0.993709076903325,2,3
E01018177,0.4865836435999486,3,6
E01018178,0.6753113365001924,2,4
E01018179,0.5860829374759274,3,5
E01018180,0.8820130953909358,2,3
E01018181,0.19835665682372575,5,10
E01018182,0.6849403004236744,2,4
E01018183,0.5000641930928231,3,6
E01018184,0.6759532674284247,2,4
E01018185,0.5520605982796251,3,5
E01018186,0.6111182436769804,3,5
E01018187,0.22403389395301065,5,9
E01018188,0.5629734240595711,3,5
E01018189,0.793426627294903,2,4
E01018190,0.19386314032610089,5,10
E01018191,0.38002310951341634,4,7
E01018192,2.2268583900372323,1,1
E01018193,0.5963538323276415,3,5
E01018194,0.872384131467454,2,3
E01018195,0.40184876107330847,4,7
E01018196,2.719861342919502,1,1
E01018197,0.1643343176274233,5,10
E01018198,0.22531775580947488,5,9
E01018199,0.7703171138785466,2,4
E01018200,3.800873026062395,1,1
E01018201,3.413788676338425,1,1
E01018202,2.3282834766979073,1,1
E01018203,1.4674541019386314,1,2
E01018204,2.3372705096931568,1,1
E01018205,2.159455642572859,1,1
E01018206,2.8026704326614453,1,1
E01018207,2.9515984080112974,1,1
E01018208,1.2267300038515854,1,2
E01018209,0.8165361407112594,2,3
E01018210,0.4198228270638079,4,7
E01018211,0.9770188727692899,2,3
E01018212,1.124662986262678,1,2
E01018213,0.7054820901271023,2,4
E01018214,0.4499935806907177,4,7
E01018215,0.24136602901527793,5,9
E01018216,0.8871485428167928,2,3
E01018217,0.7760944922326356,2,4
E01018218,5.295288226986776,1,1
E01018219,4.126973937604313,1,1
E01018220,3.515855693927333,1,1
E01018221,1.2812941327513157,1,2
E01018222,2.257029143664141,1,1
E01018223,1.8314289382462445,1,1
E01018224,2.8880472461163174,1,1
E01018225,1.738990884580819,1,1
E01018226,2.207600462190268,1,1
E01018227,0.4333033765566825,4,7
E01018228,1.2626781358325843,1,2
E01018231,3.140968031839774,1,1
E01018232,0.5507767364231608,3,5
E01018233,1.1021954037745536,1,2
E01018234,0.1450763897804596,5,10
E01018235,0.4711773013223777,3,6
E01018236,0.4159712414944152,4,7
E01018237,2.107459237386057,1,1
E01018238,2.321864167415586,1,1
E01018239,2.931698549236102,1,1
E01018240,2.2750032096546406,1,1
E01018241,3.658364359994864,1,1
E01018242,0.22660161766593914,5,9
E01018243,1.039928103736038,1,2
E01018244,0.3427911156759532,4,8
E01018245,0.45127744254718183,4,7
E01018246,0.6855822313519063,2,4
E01018247,3.073565284375401,1,1
E01018248,0.6920015406342276,2,4
E01018249,0.7433560148927973,2,4
E01018250,0.2054178970342791,5,10
E01018251,3.6795480806265237,1,1
E01018252,3.5550134805494924,1,1
E01018253,0.4191808961355758,4,7
E01018254,1.522660161766594,1,1
E01018255,0.6252407240980871,3,5
E01018256,1.3660290152779562,1,2
E01018257,0.7407882911798689,2,4
E01018258,0.9596867377070226,2,3
E01018259,0.5514186673513929,3,5
E01018260,0.3421491847477211,4,8
E01018262,1.0001283861856463,2,3
E01018263,0.6367954808062654,3,5
E01018264,0.593786108614713,3,5
E01018265,0.5417897034279111,3,6
E01018266,0.6310181024521762,3,5
E01018267,0.3774553858004878,4,8
E01018268,1.3172422647323148,1,2
E01018269,0.29721401977147255,5,9
E01018270,2.4232892540762614,1,1
E01018271,1.3031197843112083,1,2
E01018272,0.4775966106046989,3,6
E01018273,0.6380793426627295,3,5
E01018274,0.3915778662215945,4,7
E01018275,2.791115675953267,1,1
E01018276,0.18615996918731545,5,10
E01018277,2.490050070612402,1,1
E01018278,0.8402875850558479,2,3
E01018279,0.7651816664526896,2,4
E01018280,0.8916420593144178,2,3
E01018281,1.1240210553344459,1,2
E01018282,0.18872769290024394,5,10
E01018283,1.2838618564642441,1,2
E01018284,0.7292335344716907,2,4
E01018285,0.8024136602901527,2,3
E01018286,1.2164591089998715,1,2
E01018287,0.9128257799460776,2,3
E01018288,2.874566696623443,1,1
E01018289,2.154962126075234,1,1
E01018290,2.92527923995378,1,1
E01018291,1.0700988573629475,1,2
E01018292,0.9584028758505584,2,3
E01018293,0.25292078572345617,5,9
E01018294,0.7497753241751187,2,4
E01018295,0.8563358582616508,2,3
E01018296,2.4996790345358835,1,1
E01018297,1.46103479265631,1,2
E01018298,0.9243805366542558,2,3
E01018299,0.3832327641545769,4,7
E01018300,1.3480549492874565,1,2
E01018301,0.36397483630761335,4,8
E01018302,3.443959429965335,1,1
E01018303,2.586981640775452,1,1
E01018304,0.5109770188727693,3,6
E01018305,0.5270252920785724,3,6
E01018306,0.8916420593144178,2,3
E01018307,0.6477083065862113,3,5
E01018308,2.0760046219026833,1,1
E01018309,0.24971113108229553,5,9
E01018310,0.7947104891513672,2,4
E01018311,0.24714340736936705,5,9
E01018312,0.4333033765566825,4,7
E01018313,0.43009372191552186,4,7
E01018314,0.16882783412504812,5,10
E01018315,0.42367441263320066,4,7
E01018316,0.48209012710232374,3,6
E01018317,0.2400821671588137,5,9
E01018319,0.2086275516754397,5,10
E01018320,0.6245987931698549,3,5
E01018321,0.6059827962511234,3,5
E01018322,1.3486968802156885,1,2
E01018323,1.4359994864552574,1,2
E01018324,1.0964180254204645,1,2
E01018325,2.4759275901912954,1,1
E01018326,0.4570548209012709,4,7
E01018327,0.43009372191552186,4,7
E01018328,0.26062395686224166,5,9
E01018329,0.29913981255616895,5,9
E01018330,0.6002054178970342,3,5
E01018331,0.493644883810502,3,6
E01018332,0.7292335344716907,2,4
E01018333,0.8589035819745794,2,3
E01018334,0.778020285017332,2,4
E01018335,3.3508794453716777,1,1
E01018336,0.17075362690974452,5,10
E01018337,0.9648221851328795,2,3
E01018338,0.7112594684811913,2,4
E01018339,0.4050584157144691,4,7
E01018340,0.5064835023751444,3,6
E01018341,0.5295930157915008,3,6
E01018342,0.23237899602002823,5,9
E01018343,0.4121196559250224,4,7
E01018344,0.441006547695468,4,7
E01018345,0.8627551675439721,2,3
E01018346,0.47888047246116316,3,6
E01018347,0.899345230453203,2,3
E01018348,3.158942097830273,1,1
E01018349,0.2137629991012967,5,10
E01018350,0.46475799204005647,3,6
E01018351,0.26575940428809863,5,9
E01018352,0.751059186031583,2,4
E01018353,0.37103607651816656,4,8
E01018354,0.657337270509693,3,5
E01018355,0.26447554243163435,5,9
E01018356,2.703171138785466,1,1
E01018357,1.9771472589549364,1,1
E01018358,2.6723584542303245,1,1
E01018359,2.7474643728334827,1,1
E01018360,1.780716394915907,1,1
E01018361,0.4564128899730388,4,7
E01018362,0.7125433303376555,2,4
E01018363,0.5629734240595711,3,5
E01018364,0.6849403004236744,2,4
E01018365,0.7067659519835665,2,4
E01018366,0.441006547695468,4,7
E01018367,1.2408524842726922,1,2
E01018368,0.2548465785081525,5,9
E01018369,2.1947618436256255,1,1
E01018370,0.49749646937989467,3,6
E01018371,0.9712414944152008,2,3
E01018372,1.4282963153164718,1,2
E01018373,3.6044421620233655,1,1
E01018374,0.6997047117730131,2,4
E01018375,0.6817306457825136,2,4
E01018376,0.7632558736679932,2,4
E01018377,0.7619720118115288,2,4
E01018378,0.4942868147387341,3,6
E01018379,0.37296186930286296,4,8
E01018380,0.7491333932468864,2,4
E01018381,0.824881242778277,2,3
E01018382,0.6894338169212991,2,4
E01018383,1.0014122480421104,2,3
E01018384,1.1098985749133392,1,2
E01018385,0.36782642187700604,4,8
E01018386,0.7074078829117986,2,4
E01018387,0.9340095005777377,2,3
E01018388,0.5803055591218385,3,5
E01018389,0.27795609192450893,5,9
E01018390,0.4487097188342534,4,7
E01018391,1.1330080883296956,1,2
E01018392,1.161253049171909,1,2
E01018393,2.6627294903068424,1,1
E01018394,2.5009628963923483,1,1
E01018395,1.0071896263961997,1,2
E01018396,1.0810116831428938,1,2
E01018397,0.9333675696495056,2,3
E01018398,0.44485813326486073,4,7
E01018399,0.5328026704326614,3,6
E01018400,0.3646167672358454,4,8
E01018401,0.546925150853768,3,6
E01018402,0.3825908332263448,4,7
E01018403,0.899345230453203,2,3
E01018404,1.2825779946077802,1,2
E01018405,0.5950699704711773,3,5
E01018406,1.5669533958146105,1,1
E01018407,1.1939915265117471,1,2
E01018408,1.6536140711259468,1,1
E01018409,1.2325073822056742,1,2
E01018410,1.612530491719091,1,1
E01018411,2.3244318911285147,1,1
E01018412,3.2334060855051994,1,1
E01018413,0.6650404416484784,2,4
E01018414,0.804339453074849,2,3
E01018415,0.31197843112081136,4,8
E01018416,0.6412889973038901,3,5
E01018417,1.0957760944922326,1,2
E01018418,1.759532674284247,1,1
E01018419,1.1888560790858902,1,2
E01018420,0.7805880087302606,2,4
E01018421,1.4757992040056487,1,2
E01018422,0.5738862498395172,3,5
E01018423,0.9307998459365772,2,3
E01018424,0.5931441776864809,3,5
E01018425,0.28758505584799077,5,9
E01018426,0.46925150853768127,3,6
E01018427,0.793426627294903,2,4
E01018428,1.9187315444858135,1,1
E01018429,0.7472076004621901,2,4
E01018430,0.08537681345487226,5,10
E01018431,0.37231993837463084,4,8
E01018432,0.7337270509693156,2,4
E01018433,1.029015277956092,1,2
E01018434,0.8422133778405442,2,3
E01018435,0.5745281807677493,3,5
E01018436,0.9603286686352548,2,3
E01018437,0.28052381563743745,5,9
E01018438,0.6265245859545513,3,5
E01018439,0.7696751829503143,2,4
E01018440,1.2825779946077802,1,2
E01018441,1.5271536782642186,1,1
E01018442,0.9340095005777377,2,3
E01018443,1.3095390935935292,1,2
E01018444,2.5741430222108095,1,1
E01018445,0.4474258569777892,4,7
E01018446,0.2824496084221338,5,9
E01018447,0.5591218384901785,3,5
E01018448,0.40955193221209396,4,7
E01018449,0.9847220439080753,2,3
E01018450,1.6029015277956091,1,1
E01018451,0.2631916805751701,5,9
E01018452,0.9705995634869687,2,3
E01018454,0.5186801900115547,3,6
E01018455,0.5976376941841056,3,5
E01018456,0.815252278854795,2,3
E01018457,0.6714597509307996,2,4
E01018458,1.8372063166003336,1,1
E01018459,0.84092951598408,2,3
E01018460,0.6682500962896392,2,4
E01018461,0.5167543972268583,3,6
E01018462,0.4243163435614328,4,7
E01018463,0.7651816664526896,2,4
E01018464,0.45384516626011034,4,7
E01018465,2.5362690974451145,1,1
E01018466,0.2631916805751701,5,9
E01018467,0.21504686095776093,5,10
E01018468,0.5206059827962511,3,6
E01018469,0.37873924765695205,4,8
E01018470,1.4411349338811144,1,2
E01018471,0.5655411477724996,3,5
E01018472,1.1689562203106945,1,2
E01018473,1.3750160482732057,1,2
E01018474,1.5322891256900757,1,1
E01018475,1.6632430350494287,1,1
E01018476,1.0951341635640004,1,2
E01018477,1.014250866606753,1,2
E01018478,1.2845037873924767,1,2
E01018479,1.2845037873924767,1,2
E01018480,3.1859031968160223,1,1
E01018481,3.2674284247015017,1,1
E01018482,1.2812941327513157,1,2
E01018483,0.9917832841186287,2,3
E01018484,0.9064064706637565,2,3
E01018485,0.5501348054949288,3,5
E01018486,0.7632558736679932,2,4
E01018487,0.8126845551418665,2,3
E01018488,0.7927846963666707,2,4
E01018489,0.746565669533958,2,4
E01018490,1.3775837719861344,1,2
E01018491,1.6484786237000897,1,1
E01018492,1.2382847605597636,1,2
E01018493,0.3967133136474515,4,7
E01018494,0.7523430478880471,2,4
E01018495,0.7273077416869944,2,4
E01018496,1.245346000770317,1,2
E01018497,0.7786622159455642,2,4
E01018498,1.3204519193734754,1,2
E01018499,0.66247271793555,2,4
E01018500,0.35691359609705997,4,8
E01018501,0.2548465785081525,5,9
E01018502,0.5520605982796251,3,5
E01018503,1.3403517781486713,1,2
E01018504,0.9083322634484527,2,3
E01018505,0.9121838490178454,2,3
E01018506,0.5026319168057517,3,6
E01018507,0.7472076004621901,2,4
E01018508,1.4398510720246502,1,2
E01018509,1.265887790473745,1,2
E01018510,2.0882013095390937,1,1
E01018511,1.7678777763512643,1,1
E01018512,1.5149569906278084,1,1
E01018513,1.1150340223391961,1,2
E01018514,1.6382077288483758,1,1
E01018515,3.0928232122223642,1,1
E01018516,1.9187315444858135,1,1
E01018518,1.245346000770317,1,2
E01018519,0.194505071254333,5,10
E01018520,0.3286686352548466,4,8
E01018521,0.5995634869688021,3,5
E01018522,0.8120426242136345,2,3
E01018523,0.9609705995634868,2,3
E01018524,0.9173192964437026,2,3
E01018525,0.4660418538965207,3,6
E01018526,0.5629734240595711,3,5
E01018527,0.16946976505328026,5,10
E01018528,0.5347284632173578,3,6
E01018529,0.5514186673513929,3,5
E01018530,1.4295801771729364,1,2
E01018531,0.8313005520605982,2,3
E01018532,0.2246758248812428,5,9
E01018533,0.3382975991783284,4,8
E01018534,0.3986391064321479,4,7
E01018535,0.7022724354859415,2,4
E01018536,0.8678906149698291,2,3
E01018537,0.8467068943381691,2,3
E01018538,0.47823854153293105,3,6
E01018539,0.7337270509693156,2,4
E01018540,0.4326614456284504,4,7
E01018541,0.21954037745538582,5,10
E01018542,0.5026319168057517,3,6
E01018543,0.5559121838490179,3,5
E01018544,0.783155732443189,2,4
E01018545,0.6785209911413531,2,4
E01018546,1.5701630504557709,1,1
E01018547,1.3897804596225445,1,2
E01018548,1.7730132237771214,1,1
E01018549,1.1150340223391961,1,2
E01018550,1.2408524842726922,1,2
E01018551,1.0386442418795736,1,2
E01018552,0.7870073180125817,2,4
E01018553,0.7318012581846192,2,4
E01018554,0.6740274746437281,2,4
E01018555,0.24200795994351007,5,9
E01018556,0.4814481961740916,3,6
E01018557,0.7163949159070483,2,4
E01018558,0.2946462960585441,5,9
E01018559,0.3273847733983823,4,8
E01018560,0.756836564385672,2,4
E01018561,0.8036975221466169,2,3
E01018562,0.8460649634099369,2,3
E01018563,1.1541918089613554,1,2
E01018564,0.43522916934137884,4,7
E01018565,0.2952882269867762,5,9
E01018566,0.6579792014379252,3,5
E01018567,0.3915778662215945,4,7
E01018568,1.5714469123122352,1,1
E01018569,0.6271665168827834,3,5
E01018570,1.718449094877391,1,1
E01018571,0.28501733213506225,5,9
E01018572,0.8601874438310436,2,3
E01018573,0.5925022467582487,3,5
E01018574,0.37681345487225565,4,8
E01018575,0.12325073822056745,5,10
E01018576,0.5790216972653742,3,5
E01018577,0.6785209911413531,2,4
E01018578,0.5058415714469123,3,6
E01018579,0.8004878675054563,2,3
E01018580,1.4565412761586853,1,2
E01018581,0.7343689818975477,2,4
E01018582,1.5078957504172552,1,1
E01018583,1.0431377583771986,1,2
E01018584,1.3949159070484014,1,2
E01018585,1.9816407754525611,1,1
E01018586,1.6516882783412503,1,1
E01018587,1.5014764411349337,1,1
E01018588,0.6554114777249966,3,5
E01018589,0.8942097830273461,2,3
E01018590,1.0116831428938244,1,2
E01018591,3.244318911285145,1,1
E01018592,0.2676851970727949,5,9
E01018593,0.6547695467967645,3,5
E01018594,0.22916934137886763,5,9
E01018595,0.18359224547438696,5,10
E01018596,1.2575426884067273,1,2
E01018597,3.2770573886249834,1,1
E01018598,3.1146488637822567,1,1
E01018599,3.38490178456798,1,1
E01018600,0.8325844139170624,2,3
E01018601,0.25869816407754526,5,9
E01018602,0.6875080241366028,2,4
E01018603,0.546925150853768,3,6
E01018604,0.46283219925536007,3,6
E01018605,0.40634227757093333,4,7
E01018606,0.23045320323533186,5,9
E01018607,0.7529849788162792,2,4
E01018608,0.47438695596353825,3,6
E01018609,0.5417897034279111,3,6
E01018610,0.47567081782000253,3,6
E01018611,0.2901527795609192,5,9
E01018612,1.0168185903196814,1,2
E01018613,1.1137501604827318,1,2
E01018614,1.734497368083194,1,1
E01018615,0.8781615098215431,2,3
E01018616,1.3320066760816536,1,2
E01018617,1.4424187957375787,1,2
E01018618,1.5162408524842725,1,1
E01018619,2.179997432276287,1,1
E01018620,1.4186673513929902,1,2
E01018621,1.9797149826678648,1,1
E01018622,0.741430222108101,2,4
E01018623,0.899345230453203,2,3
E01018624,0.4223905507767364,4,7
E01018625,0.6014892797534984,3,5
E01018626,0.46283219925536007,3,6
E01018627,0.3851585569392733,4,7
E01018628,0.9275901912954165,2,3
E01018629,0.736294774682244,2,4
E01018630,1.0328668635254845,1,2
E01018631,1.1574014636025163,1,2
E01018632,1.3050455770959042,1,2
E01018633,1.3923481833354732,1,2
E01018634,1.617665939144948,1,1
E01018635,0.4634741301835922,3,6
E01018636,1.2761586853254587,1,2
E01018637,1.4449865194505074,1,2
E01018638,1.365387084349724,1,2
E01018639,0.6059827962511234,3,5
E01018640,0.7998459365772242,2,3
E01018641,1.6510463474130181,1,1
E01018642,1.8051097701887278,1,1
E01018643,1.9771472589549364,1,1
E01018644,1.3056875080241368,1,2
E01018645,1.6966234433174991,1,1
E01018646,1.885351136217743,1,1
E01018647,1.9007574784953138,1,1
E01018648,2.8110155347284627,1,1
E01018649,1.4411349338811144,1,2
E01018650,0.43009372191552186,4,7
E01018651,1.785851842341764,1,1
E01018652,0.824881242778277,2,3
E01018653,0.5931441776864809,3,5
E01018654,2.58313005520606,1,1
E01018655,2.0047502888689177,1,1
E01018656,2.276929002439337,1,1
E01018657,2.2371292848889457,1,1
E01018658,2.5478238541532927,1,1
E01018659,1.5104634741301834,1,1
E01018660,2.2268583900372323,1,1
E01018661,2.3148029272050326,1,1
E01018662,2.07793041468738,1,1
E01018663,2.128001027089485,1,1
E01018664,1.5155989215560406,1,1
E01018665,1.8776479650789575,1,1
E01018666,0.6541276158685325,3,5
E01018667,1.0386442418795736,1,2
E01018668,2.432276287071511,1,1
E01018669,2.217871357041982,1,1
E01018670,2.8187187058672483,1,1
E01018671,0.5084092951598408,3,6
E01018672,0.5995634869688021,3,5
E01018673,0.1912954166131724,5,10
E01018674,0.294004365130312,5,9
E01018675,1.8185903196816022,1,1
E01018676,1.0052638336115032,2,3
E01018677,1.9463345743997944,1,1
E01018678,0.3177558094749005,4,8
E01018679,0.315188085761972,4,8
E01018680,1.738990884580819,1,1
E01018681,2.122865579663628,1,1
E01018682,1.764026190781872,1,1
E01018683,0.9757350109128256,2,3
E01018684,2.1517524714340737,1,1
E01018685,0.8922839902426497,2,3
E01018686,1.1098985749133392,1,2
E01018687,0.9179612273719346,2,3
E01018688,0.7061240210553342,2,4
E01018689,0.31197843112081136,4,8
E01018690,1.01039928103736,1,2
E01018691,1.1227371934779815,1,2
E01018692,1.9367056104763125,1,1
E01018693,1.1118243676980357,1,2
E01018694,1.4494800359481317,1,2
E01018695,0.4666837848247528,3,6
E01018696,0.8030555912183848,2,3
E01018697,0.3389395301065605,4,8
E01018698,0.5148286044421619,3,6
E01018699,0.6348696880215688,3,5
E01018700,0.36204904352291695,4,8
E01018701,1.0341507253819489,1,2
E01018702,0.41468737963795094,4,7
E01018703,0.7581204262421362,2,4
E01018704,2.03877262806522,1,1
E01018705,2.4585954551290277,1,1
E01018706,2.052895108486327,1,1
E01018707,2.3340608550519963,1,1
E01018708,2.2153036333290537,1,1
E01018709,0.6599049942226214,2,4
E01018710,0.7273077416869944,2,4
E01018711,0.3183977404031326,4,8
E01018712,0.6599049942226214,2,4
E01018713,1.1285145718320706,1,2
E01018714,0.15534728463217357,5,10
E01018715,0.4121196559250224,4,7
E01018716,0.33123635896777504,4,8
E01018717,0.394145589934523,4,7
E01018718,0.6245987931698549,3,5
E01018719,0.4442162023366286,4,7
E01018720,0.619463345743998,3,5
E01018721,2.653742457311593,1,1
E01018722,2.949030684298369,1,1
E01018723,0.49749646937989467,3,6
E01018724,0.6541276158685325,3,5
E01018725,2.8058800873026057,1,1
E01018726,0.42945179098728975,4,7
E01018727,0.4525613044036461,4,7
E01018728,0.6220310694569263,3,5
E01018729,0.4474258569777892,4,7
E01018730,0.4493516497624856,4,7
E01018731,0.5430735652843753,3,6
E01018732,0.5013480549492875,3,6
E01018733,0.5642572859160353,3,5
E01018734,0.40762613942739756,4,7
E01018735,0.6778790602131209,2,4
E01018736,1.156117601746052,1,2
E01018737,1.3641032224932597,1,2
E01018738,1.045705482090127,1,2
E01018739,0.33508794453716784,4,8
E01018740,1.0309410707407882,1,2
E01018741,0.4589806136859673,3,6
E01018742,1.1792271151624085,1,2
E01018743,1.0989857491333932,1,2
E01018744,1.1933495955835152,1,2
E01018745,0.7574784953139041,2,4
E01018746,0.604698934394659,3,5
E01018747,0.5206059827962511,3,6
E01018748,0.18359224547438696,5,10
E01018749,0.7985620747207599,2,4
E01018750,0.725381948902298,2,4
E01018751,0.4499935806907177,4,7
E01018752,1.104763127487482,1,2
E01018753,2.135062267300038,1,1
E01018754,0.6278084478110155,3,5
E01018755,0.8415714469123121,2,3
E01018756,2.469508280908974,1,1
E01018757,1.5579663628193605,1,1
E01018758,3.388753370137373,1,1
E01018759,3.3778405443574266,1,1
E01018760,3.0934651431505964,1,1
E01018761,1.0026961098985747,2,3
E01018762,0.8563358582616508,2,3
E01018763,3.763641032224932,1,1
E01018764,3.6602901527795604,1,1
E01018765,3.6346129156502758,1,1
E01018766,2.154962126075234,1,1
E01018767,0.5552702529207857,3,5
E01018768,0.6245987931698549,3,5
E01018769,0.43201951470021827,4,7
E01018770,0.3524200795994351,4,8
E01018771,0.4185389652073437,4,7
E01018772,0.6079085890358197,3,5
E01018773,0.5976376941841056,3,5
E01018774,1.9527538836821157,1,1
E01018775,1.6523302092694827,1,1
E01018776,0.2773141609962768,5,9
E01018777,2.9888304018487606,1,1
E01018778,3.004236744126332,1,1
E01018779,0.815252278854795,2,3
E01018780,0.3209654641160611,4,8
